uid,domainID,siteID,namedLocation,collectDate,parentSampleID,waterSampleID,waterSampleCode,sdgFieldDataQF,publicationDate
c50ce165-b196-495d-9960-f4329cb8b3f9,D03,FLNT,FLNT.AOS.buoy.c0,2018-04-25T14:54Z,FLNT.C0.20180425,FLNT.C0.20180425,,,20200224T171036Z
6f8e55bf-301d-44f8-845e-7f85ea4e68e0,D03,FLNT,FLNT.AOS.buoy.c0,2018-05-15T15:14Z,FLNT.C0.20180515,FLNT.C0.20180515,,,20200224T171104Z
bb8eadb6-31ee-40ad-af69-9dd86219c2f8,D03,FLNT,FLNT.AOS.buoy.c0,2018-05-22T14:36Z,FLNT.C0.20180522,FLNT.C0.20180522,,,20200224T171104Z
3ad20bb4-e88c-4c05-9c9c-7de073d358d2,D03,FLNT,FLNT.AOS.buoy.c0,2018-06-19T15:53Z,FLNT.C0.20180619,FLNT.C0.20180619,,,20200224T171136Z
014c6bd3-2051-4307-bc44-73f2b1c9e3d0,D03,FLNT,FLNT.AOS.buoy.c0,2018-06-26T17:19Z,FLNT.C0.20180626,FLNT.C0.20180626,,,20200224T171136Z
5f1f757e-c944-4a96-80b2-eae836048a50,D03,FLNT,FLNT.AOS.buoy.c0,2018-07-24T13:37Z,FLNT.C0.20180724,FLNT.C0.20180724,,,20200224T172041Z
ecfc9ef6-c04e-4764-813e-a612d1dac975,D03,FLNT,FLNT.AOS.buoy.c0,2018-08-08T17:45Z,FLNT.C0.20180808,FLNT.C0.20180808,,,20200224T172104Z
2675fa55-815d-478d-8d84-5a8e6fd601ec,D03,FLNT,FLNT.AOS.buoy.c0,2018-08-29T15:06Z,FLNT.C0.20180829,FLNT.C0.20180829,,,20200224T172104Z
c4724c61-5a69-4bf9-8c8e-0c390e1c57b8,D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34Z,FLNT.C0.20180919,FLNT.C0.20180919,,,20200224T172127Z
64d7c0c8-20b6-4356-a3f7-f2c877052519,D03,FLNT,FLNT.AOS.buoy.c0,2018-09-25T17:07Z,FLNT.C0.20180925,FLNT.C0.20180925,,,20200224T172127Z
b88e7e56-549b-4328-ae03-e30b38993ddf,D03,FLNT,FLNT.AOS.buoy.c0,2018-10-23T15:32Z,FLNT.C0.20181023,FLNT.C0.20181023,,,20200224T172234Z
bd889ea2-c8a4-4102-adc4-7ba6a497aefb,D03,FLNT,FLNT.AOS.buoy.c0,2018-11-13T18:18Z,FLNT.C0.20181113,FLNT.C0.20181113,,,20200224T173827Z
3b000bbb-c13a-4d22-a8fe-44036f7f4444,D03,FLNT,FLNT.AOS.buoy.c0,2018-11-27T15:30Z,FLNT.C0.20181127,FLNT.C0.20181127,,,20200224T173827Z
3ba8247f-0fda-429b-8315-067c16a62ad7,D03,FLNT,FLNT.AOS.buoy.c0,2019-01-22T20:16Z,FLNT.C0.20190122,FLNT.C0.20190122,,,20200224T170052Z
a8fcb99a-ec66-4c93-b020-dd8f6858db4f,D03,FLNT,FLNT.AOS.buoy.c0,2019-02-05T18:29Z,FLNT.C0.20190205,FLNT.C0.20190205,,,20200224T170133Z
3ac6b697-48d4-48d6-bcca-3dbf78bd84b8,D03,FLNT,FLNT.AOS.buoy.c0,2019-02-12T18:16Z,FLNT.C0.20190212,FLNT.C0.20190212,,,20200224T170133Z
405c8fce-0cf7-465d-9cb3-c53e46096325,D03,FLNT,FLNT.AOS.buoy.c0,2019-02-26T14:30Z,FLNT.C0.20190226,FLNT.C0.20190226,,,20200224T170133Z
43e49d34-238b-47ba-8ddf-78a55a9bc6cd,D03,FLNT,FLNT.AOS.buoy.c0,2019-03-05T17:58Z,FLNT.C0.20190305,FLNT.C0.20190305,,,20200224T171028Z
6c138cdd-3ea4-48d1-9993-c23d32ee6196,D03,FLNT,FLNT.AOS.buoy.c0,2019-03-12T16:24Z,FLNT.C0.20190312,FLNT.C0.20190312,,,20200224T171028Z
f70c293d-0c50-4875-a4d0-1a76d44c2893,D03,FLNT,FLNT.AOS.buoy.c0,2019-03-20T14:45Z,FLNT.C0.20190320,FLNT.C0.20190320,,,20200224T171028Z
ce2fe7bb-a00c-487a-90ca-f27da310f1bd,D03,FLNT,FLNT.AOS.buoy.c0,2019-03-20T14:45Z,FLNT.C0.20190320,FLNT.C0.20190320.2,,,20200224T171028Z
